,movie_id,actor_id
394,522016,955
395,522016,9824
396,522016,64439
397,522016,60898
398,522016,25616
399,751237,25540
400,751237,205955
401,751237,20212
402,751237,1121786
403,751237,2727080
404,751237,305993
405,751237,3118541
406,810693,77927
407,810693,119143
408,810693,1281498
409,810693,1254052
410,810693,90567
411,810693,1221114
412,810693,9705
413,916740,24967
414,916740,21429
415,916740,1232487
416,916740,211685
417,916740,2563029
418,916740,79351
419,916740,43905
420,615904,16866
421,615904,887
422,615904,2362790
423,615904,1010135
424,615904,7404
425,615904,1696016
426,615904,1475128
427,597,6193
428,597,204
429,597,1954
430,597,8534
431,597,3713
432,597,8535
433,597,2053
434,522402,31
435,522402,572541
436,522402,1457107
437,522402,1151637
438,522402,1912057
439,522402,3308163
440,532710,2072566
441,532710,29222
442,532710,1303156
443,532710,2115
444,532710,154647
445,532710,21369
446,532710,38571
447,631843,258
448,631843,1080195
449,631843,17328
450,631843,934281
451,631843,1356758
452,631843,1036288
453,631843,109319
454,303857,90496
455,303857,122501
456,303857,115305
457,303857,20664
458,303857,78402
459,303857,122193
460,303857,65510
461,370172,8784
462,370172,121529
463,370172,17838
464,370172,1360281
465,370172,5469
466,370172,17064
467,370172,2038
468,505026,11181
469,505026,90633
470,505026,53807
471,505026,2201315
472,505026,1364004
473,505026,1083010
474,505026,2598
475,14836,501
476,14836,10742
477,14836,65827
478,14836,12094
479,14836,6972
480,14836,5539
481,14836,77344
482,259316,37632
483,259316,77795
484,259316,58873
485,259316,998225
486,259316,72466
487,259316,10127
488,259316,2372
489,507086,4783
490,507086,4784
491,507086,4785
492,507086,73457
493,507086,18997
494,507086,1639848
495,507086,87954
496,671,10980
497,671,10989
498,671,10990
499,671,194
500,671,10993
501,671,4566
502,671,1923
503,527774,1663195
504,527774,1625558
505,527774,2362044
506,527774,97576
507,527774,18307
508,527774,30082
509,527774,1465325
510,615457,59410
511,615457,935
512,615457,1062
513,615457,113332
514,615457,150
515,615457,11086
516,615457,5414
517,99861,3223
518,99861,74568
519,99861,103
520,99861,16828
521,99861,1245
522,99861,17604
523,99861,13548
524,361743,500
525,361743,996701
526,361743,6161
527,361743,65717
528,361743,83271
529,361743,1700685
530,361743,124112
531,588228,73457
532,588228,63312
533,588228,18999
534,588228,92572
535,588228,1429453
536,588228,56679
537,588228,1976475
538,639721,25072
539,639721,6885
540,639721,2532098
541,639721,56734
542,639721,208519
543,639721,19767
544,639721,73931
545,523936,1165384
546,523936,11263
547,523936,3026410
548,523936,3082176
549,523936,2224574
550,523936,3082177
551,523936,3184429
552,1930,37625
553,1930,54693
554,1930,7026
555,1930,5724
556,1930,8349
557,1930,35
558,1930,558928
559,482373,32747
560,482373,2839
561,482373,2396546
562,482373,2041321
563,482373,1629429
564,482373,1523242
565,482373,2223768
566,198663,527393
567,198663,115150
568,198663,1310760
569,198663,78062
570,198663,1389339
571,198663,25663
572,198663,93491
573,293660,10859
574,293660,54882
575,293660,1047649
576,293660,51990
577,293660,78452
578,293660,122750
579,293660,1492326
580,765119,543261
581,765119,963429
582,765119,61110
583,765119,2408703
584,765119,119828
585,765119,12640
586,765119,1346535
587,338952,37632
588,338952,77795
589,338952,58873
590,338952,998225
591,338952,85
592,338952,9642
593,338952,132157
594,610253,8944
595,610253,20750
596,610253,1511997
597,610253,1267684
598,610253,14692
599,610253,1142261
600,610253,883
601,354912,1193391
602,354912,258
603,354912,4589
604,354912,10402
605,354912,154004
606,354912,545087
607,354912,22767
608,458576,63
609,458576,57207
610,458576,2372
611,458576,76126
612,458576,935201
613,458576,22122
614,458576,1056053
615,617653,1892
616,617653,1023139
617,617653,1388593
618,617653,17477
619,617653,880
620,617653,1379277
621,617653,20982
622,10138,3223
623,10138,12052
624,10138,1896
625,10138,1245
626,10138,6807
627,10138,2295
628,10138,2231
629,674,10980
630,674,10989
631,674,10990
632,674,1923
633,674,5469
634,674,5658
635,674,2039
636,106646,6193
637,106646,21007
638,106646,234352
639,106646,10297
640,106646,3497
641,106646,3026
642,106646,19498
643,602223,57409
644,602223,87265
645,602223,6164
646,602223,207401
647,602223,138770
648,602223,1809025
649,602223,883
650,862,31
651,862,12898
652,862,7167
653,862,12899
654,862,12900
655,862,7907
656,862,8873
657,464052,90633
658,464052,62064
659,464052,41091
660,464052,1253360
661,464052,32
662,464052,935
663,464052,1829985
664,118,85
665,118,1281
666,118,1282
667,118,1283
668,118,1284
669,118,1294
670,118,1292
671,13811,2963
672,13811,9827
673,13811,77334
674,13811,77335
675,13811,77336
676,13811,18359
677,13811,84964
678,672,10980
679,672,10989
680,672,10990
681,672,11181
682,672,8930
683,672,1923
684,672,11184
685,324786,37625
686,324786,65731
687,324786,4937
688,324786,20374
689,324786,972356
690,324786,1331
691,324786,1213279
692,50014,54693
693,50014,19492
694,50014,6944
695,50014,18997
696,50014,83002
697,50014,221098
698,50014,999605
699,12445,10980
700,12445,10989
701,12445,10990
702,12445,5469
703,12445,1283
704,12445,4566
705,12445,10978
706,756403,517
707,756403,1936497
708,756403,3015225
709,756403,1576058
710,756403,1488960
711,756403,20282
712,756403,69465
713,767,10980
714,767,10989
715,767,10990
716,767,1283
717,767,388
718,767,1923
719,767,5658
720,745881,3131642
721,745881,2424471
722,745881,3131643
723,745881,3131644
724,745881,1272350
725,745881,3161926
726,745881,3161927
727,568620,1807132
728,568620,1658375
729,568620,1168128
730,568620,1042728
731,568620,1372369
732,568620,1082509
733,568620,1075864
734,520763,5081
735,520763,2037
736,520763,1815539
737,520763,1590759
738,520763,938
739,520763,17697
740,520763,1470
741,372058,225730
742,372058,1369100
743,372058,1668610
744,372058,936275
745,372058,1210634
746,372058,1324666
747,372058,1344919
748,474350,137905
749,474350,5530
750,474350,83002
751,474350,19278
752,474350,1237603
753,474350,223901
754,474350,5296
755,763164,2203
756,763164,62
757,763164,77109
758,763164,203630
759,763164,63564
760,763164,1692990
761,763164,2725451
762,315635,1136406
763,315635,2232
764,315635,3223
765,315635,3141
766,315635,15277
767,315635,12052
768,315635,505710
769,673,10980
770,673,10989
771,673,10990
772,673,1923
773,673,5658
774,673,10983
775,673,64
776,335983,2524
777,335983,1812
778,335983,53240
779,335983,87954
780,335983,81316
781,335983,213001
782,335983,4766
783,808,12073
784,808,776
785,808,6941
786,808,12074
787,808,1925
788,808,12075
789,808,12076
790,177572,66580
791,177572,515510
792,177572,82093
793,177572,51990
794,177572,78324
795,177572,87822
796,177572,589162
797,511809,1159982
798,511809,2217977
799,511809,13299
800,511809,1437491
801,511809,2225865
802,511809,74541
803,511809,175829
804,585,1230
805,585,7904
806,585,7905
807,585,884
808,585,5563
809,585,10
810,585,7907
811,821427,77517
812,821427,1369336
813,821427,2881864
814,821427,51937
815,821427,984711
816,821427,1550581
817,821427,3354236
818,271110,16828
819,271110,3223
820,271110,1245
821,271110,60898
822,271110,53650
823,271110,1896
824,271110,17604
825,587807,56734
826,587807,454
827,587807,1226277
828,587807,1091324
829,587807,83586
830,587807,979599
831,587807,1674734
832,539885,83002
833,539885,6949
834,539885,72466
835,539885,4238
836,539885,16935
837,539885,76999
838,539885,6720
839,126963,90496
840,126963,20664
841,126963,78402
842,126963,122501
843,126963,122193
844,126963,619
845,126963,85286
846,284053,74568
847,284053,91606
848,284053,112
849,284053,62561
850,284053,4785
851,284053,17605
852,284053,1372
853,675,10980
854,675,10989
855,675,10990
856,675,1283
857,675,1923
858,675,5469
859,675,5658
860,8587,4756
861,8587,15152
862,8587,16940
863,8587,10730
864,8587,56043
865,8587,12077
866,8587,2395
867,12444,10980
868,12444,10989
869,12444,10990
870,12444,1283
871,12444,1923
872,12444,5469
873,12444,5658
874,429617,1136406
875,429617,2231
876,429617,131
877,429617,3141
878,429617,15277
879,429617,505710
880,429617,1649152
881,537915,1753914
882,537915,1114487
883,537915,1684130
884,537915,2161745
885,537915,1039523
886,537915,1224112
887,537915,1685330
888,591120,1257899
889,591120,240145
890,591120,1326172
891,591120,1233094
892,591120,1466233
893,591120,1578115
894,591120,147505
895,508442,134
896,508442,56323
897,508442,78577
898,508442,15298
899,508442,8602
900,508442,98103
901,508442,119598
902,24021,37917
903,24021,11288
904,24021,84214
905,24021,45827
906,24021,56857
907,24021,21029
908,24021,53755
909,138843,21657
910,138843,17178
911,138843,3127
912,138843,17402
913,138843,851784
914,138843,125025
915,138843,63663
916,135397,73457
917,135397,18997
918,135397,17181
919,135397,1108907
920,135397,7132
921,135397,14592
922,135397,78423
923,10195,74568
924,10195,524
925,10195,91606
926,10195,4173
927,10195,1640
928,10195,52852
929,10195,9048
930,809,12073
931,809,776
932,809,6941
933,809,5823
934,809,3131
935,809,8930
936,809,4757
937,102382,37625
938,102382,54693
939,102382,134
940,102382,122889
941,102382,10132
942,102382,72855
943,102382,13242
944,337339,12835
945,337339,976
946,337339,18918
947,337339,17647
948,337339,8169
949,337339,8171
950,337339,6885
951,571891,65424
952,571891,73044
953,571891,65426
954,571891,217924
955,571891,65427
956,571891,40325
957,571891,62318
958,571265,1256603
959,571265,1161472
960,571265,1498127
961,571265,1253008
962,571265,1606164
963,571265,1253972
964,571265,1247775
965,214756,13240
966,214756,52139
967,214756,71070
968,214756,192
969,214756,207150
970,214756,1771
971,214756,33321
972,623135,1248450
973,623135,1024396
974,623135,1326172
975,623135,1872378
976,623135,1510020
977,623135,1287909
978,623135,150697
979,863,31
980,863,12898
981,863,3234
982,863,7090
983,863,7167
984,863,12899
985,863,12900
986,531219,1813
987,531219,6944
988,531219,2283
989,531219,2241218
990,531219,2632
991,531219,2153678
992,531219,52775
993,330457,40462
994,330457,19394
995,330457,54415
996,330457,221611
997,330457,1225953
998,330457,38940
999,330457,658
1000,706972,2648049
1001,706972,3197
1002,706972,18589
1003,706972,65831
1004,706972,2185373
1005,18240,18277
1006,18240,10859
1007,18240,50463
1008,18240,8977
1009,18240,2453
1010,18240,71727
1011,18240,81681
1012,514847,92572
1013,514847,448
1014,514847,824
1015,514847,565501
1016,514847,198150
1017,514847,1470
1018,514847,34847
1019,2062,10872
1020,2062,65
1021,2062,7962
1022,2062,6197
1023,2062,21198
1024,2062,11390
1025,2062,18
1026,207703,1303037
1027,207703,5472
1028,207703,2983
1029,207703,2231
1030,207703,1282054
1031,207703,568657
1032,207703,3895
1033,744,500
1034,744,11084
1035,744,5576
1036,744,11085
1037,744,4139
1038,744,11086
1039,744,57082
1040,259693,17178
1041,259693,21657
1042,259693,1330999
1043,259693,1518
1044,259693,16358
1045,259693,1186840
1046,259693,1554519
1047,631132,1368254
1048,631132,1483496
1049,631132,1057990
1050,631132,1168909
1051,631132,1072774
1052,631132,1296667
1053,631132,1242005
1054,412656,1315036
1055,412656,1136406
1056,412656,1019
1057,412656,76961
1058,412656,35013
1059,412656,200043
1060,412656,1765068
1061,216015,118545
1062,216015,1254583
1063,216015,49971
1064,216015,222130
1065,216015,59251
1066,216015,56680
1067,216015,4726
1068,425,15757
1069,425,5723
1070,425,5724
1071,425,5725
1072,425,70851
1073,425,5726
1074,425,17401
1075,337401,122503
1076,337401,21629
1077,337401,1341
1078,337401,643
1079,337401,1336
1080,337401,58319
1081,337401,1305610
1082,122917,1327
1083,122917,7060
1084,122917,30315
1085,122917,114
1086,122917,19034
1087,122917,114019
1088,122917,72095
1089,10144,63978
1090,10144,67392
1091,10144,35232
1092,10144,31468
1093,10144,9601
1094,10144,67393
1095,10144,184030
1096,384018,18918
1097,384018,976
1098,384018,17605
1099,384018,556356
1100,384018,15735
1101,384018,1222992
1102,384018,1665
1103,10198,15563
1104,10198,66252
1105,10198,65827
1106,10198,110884
1107,10198,110885
1108,10198,12077
1109,10198,163711
1110,351286,73457
1111,351286,18997
1112,351286,28847
1113,351286,13014
1114,351286,15854
1115,351286,14592
1116,351286,4785
1117,72545,18918
1118,72545,27972
1119,72545,3895
1120,72545,67599
1121,72545,40481
1122,72545,38025
1123,72545,118593
1124,801604,1256347
1125,801604,1557181
1126,801604,2275300
1127,801604,1985544
1128,801604,2286176
1129,801604,2097693
1130,801604,1774855
1131,604822,18897
1132,604822,1635792
1133,604822,1519031
1134,604822,120418
1135,604822,1764717
1136,604822,2435309
1137,604822,1711895
1138,529106,118333
1139,529106,1318905
1140,529106,29837
1141,529106,2203226
1142,529106,2217012
1143,529106,1744790
1144,529106,81002
1145,228150,287
1146,228150,33235
1147,228150,454
1148,228150,10959
1149,228150,19498
1150,228150,83968
1151,228150,15376
1152,14161,3036
1153,14161,5294
1154,14161,2956
1155,14161,17485
1156,14161,9030
1157,14161,17867
1158,14161,18364
1159,503736,543530
1160,503736,989325
1161,503736,41556
1162,503736,57409
1163,503736,51995
1164,503736,16808
1165,503736,453272
1166,301528,31
1167,301528,12898
1168,301528,8873
1169,301528,25147
1170,301528,298410
1171,301528,1530558
1172,301528,110014
1173,76338,74568
1174,76338,524
1175,76338,91606
1176,76338,4173
1177,76338,2040
1178,76338,59817
1179,76338,69899
1180,632632,1248374
1181,632632,2019916
1182,632632,2157589
1183,632632,1492992
1184,632632,1247778
1185,8960,2888
1186,8960,6885
1187,8960,23532
1188,8960,66658
1189,8960,1665
1190,8960,66634
1191,8960,2799682
1192,260514,887
1193,260514,1374727
1194,260514,2955
1195,260514,51797
1196,260514,15897
1197,260514,53807
1198,260514,5149
1199,447404,1029934
1200,447404,10859
1201,447404,221192
1202,447404,2440
1203,447404,3899
1204,447404,62879
1205,447404,1325961
1206,72190,287
1207,72190,175826
1208,72190,1180907
1209,72190,18473
1210,72190,119297
1211,72190,28657
1212,72190,2607
1213,568160,2194388
1214,568160,2109360
1215,568160,1255487
1216,568160,2352340
1217,568160,85939
1218,568160,149894
1219,568160,533325
1220,3933,85
1221,3933,1283
1222,3933,1639
1223,3933,30364
1224,3933,34900
1225,3933,34901
1226,3933,3926
1227,109445,40462
1228,109445,19394
1229,109445,221611
1230,109445,15831
1231,109445,54415
1232,109445,1188241
1233,109445,21088
1234,383498,10859
1235,383498,16851
1236,383498,54882
1237,383498,1139349
1238,383498,1545693
1239,383498,51990
1240,383498,122750
1241,845222,63436
1242,845222,564844
1243,845222,2115785
1244,845222,69379
1245,845222,1096458
1246,845222,992630
1247,845222,2519094
1248,574060,543261
1249,574060,17286
1250,574060,1696016
1251,574060,17832
1252,574060,1620
1253,574060,9780
1254,574060,13242
1255,1726,3223
1256,1726,18288
1257,1726,1229
1258,1726,12052
1259,1726,57451
1260,1726,17200
1261,1726,6162
1262,168259,12835
1263,168259,8167
1264,168259,18918
1265,168259,17647
1266,168259,8169
1267,168259,8171
1268,168259,22123
1269,32657,33235
1270,32657,53336
1271,32657,109513
1272,32657,105727
1273,32657,517
1274,32657,48
1275,32657,4581
1276,557,2219
1277,557,5293
1278,557,205
1279,557,17051
1280,557,19153
1281,557,18998
1282,557,18999
1283,68721,3223
1284,68721,12052
1285,68721,1896
1286,68721,529
1287,68721,15556
1288,68721,15277
1289,68721,2282
1290,98566,19537
1291,98566,21200
1292,98566,886
1293,98566,9656
1294,98566,1163622
1295,98566,15034
1296,98566,64295
1297,157336,10297
1298,157336,1813
1299,157336,83002
1300,157336,9560
1301,157336,12074
1302,157336,3895
1303,157336,1893
1304,260346,3896
1305,260346,2178
1306,260346,10696
1307,260346,11825
1308,260346,15336
1309,260346,55585
1310,260346,1280
1311,68726,56365
1312,68726,18054
1313,68726,17605
1314,68726,94864
1315,68726,5365
1316,68726,2372
1317,68726,95101
1318,378064,19588
1319,378064,221773
1320,378064,936275
1321,378064,1065297
1322,378064,1258549
1323,378064,1224288
1324,378064,1164931
1325,439079,76961
1326,439079,527313
1327,439079,566080
1328,439079,87287
1329,439079,117656
1330,439079,17178
1331,439079,21657
1332,11224,68652
1333,11224,67289
1334,11224,67290
1335,11224,68653
1336,11224,179371
1337,11224,137461
1338,11224,38236
1339,475557,73421
1340,475557,380
1341,475557,1545693
1342,475557,4432
1343,475557,16841
1344,475557,74242
1345,475557,121718
1346,628704,1564175
1347,628704,1557181
1348,628704,2166026
1349,628704,1191711
1350,628704,2214888
1351,628704,564847
1352,628704,3038411
1353,8966,37917
1354,8966,11288
1355,8966,21029
1356,8966,84214
1357,8966,45827
1358,8966,56857
1359,8966,34502
1360,630586,1262750
1361,630586,2120814
1362,630586,32029
1363,630586,968089
1364,630586,1737253
1365,630586,1070886
1366,630586,8654
1367,420809,11701
1368,420809,18050
1369,420809,1716493
1370,420809,1160
1371,420809,32987
1372,420809,5294
1373,420809,1047649
1374,22832,112013
1375,22832,2038
1376,22832,61697
1377,22832,9462
1378,22832,10883
1379,22832,53174
1380,22832,99846
1381,4247,1772
1382,4247,17866
1383,4247,9562
1384,4247,35690
1385,4247,35705
1386,4247,21596
1387,4247,60252
1388,123553,112561
1389,123553,83356
1390,123553,118616
1391,123553,7431
1392,123553,1075355
1393,123553,17286
1394,123553,207558
1395,10674,21702
1396,10674,776
1397,10674,14592
1398,10674,15860
1399,10674,7420
1400,10674,51754
1401,10674,15098
1402,9637,33260
1403,9637,11863
1404,9637,26457
1405,9637,1817
1406,9637,10730
1407,9637,52848
1408,9637,58271
1409,630004,1281
1410,630004,469759
1411,630004,32987
1412,630004,15498
1413,630004,110129
1414,630004,16867
1415,630004,105161
1416,38757,16855
1417,38757,69899
1418,38757,2517
1419,38757,2372
1420,38757,22132
1421,38757,4175
1422,38757,18
1423,35,198
1424,35,199
1425,35,200
1426,35,5586
1427,35,5587
1428,35,6008
1429,35,6009
1430,559,2219
1431,559,205
1432,559,17051
1433,559,19159
1434,559,17052
1435,559,18997
1436,559,18998
1437,49013,15897
1438,49013,887
1439,49013,3895
1440,49013,1246
1441,49013,1241
1442,49013,1926
1443,49013,3491
1444,343668,5472
1445,343668,1231
1446,343668,1303037
1447,343668,2983
1448,343668,4587
1449,343668,1253360
1450,343668,1322314
1451,299537,60073
1452,299537,2231
1453,299537,77335
1454,299537,9642
1455,299537,516
1456,299537,938
1457,299537,72095
1458,681887,62
1459,681887,131781
1460,681887,81685
1461,681887,58058
1462,681887,36055
1463,681887,21798
1464,681887,1837224
1465,43347,131
1466,43347,1813
1467,43347,17485
1468,43347,5587
1469,43347,54415
1470,43347,16856
1471,43347,20750
1472,581387,25002
1473,581387,75913
1474,581387,1024395
1475,581387,150126
1476,581387,1014784
1477,581387,231476
1478,581387,2115785
1479,576845,1356758
1480,576845,1397778
1481,576845,136532
1482,576845,47754
1483,576845,1672687
1484,576845,1770527
1485,576845,69465
1486,14160,68812
1487,14160,290
1488,14160,80676
1489,14160,10
1490,14160,18792
1491,14160,7960
1492,14160,7907
1493,12,13
1494,12,14
1495,12,12
1496,12,5293
1497,12,18
1498,12,19
1499,12,6168
1500,296096,1223786
1501,296096,237455
1502,296096,47627
1503,296096,4391
1504,296096,74056
1505,296096,1080542
1506,296096,96841
1507,436931,65424
1508,436931,73044
1509,436931,40325
1510,436931,62318
1511,436931,936287
1512,436931,68916
1513,436931,1252610
1514,283995,73457
1515,283995,8691
1516,283995,543530
1517,283995,12835
1518,283995,51329
1519,283995,6856
1520,283995,12132
1521,44918,85809
1522,44918,86206
1523,44918,52374
1524,44918,78837
1525,44918,131734
1526,44918,113784
1527,44918,76727
1528,324857,587506
1529,324857,543505
1530,324857,130640
1531,324857,932967
1532,324857,226366
1533,324857,10437
1534,324857,141610
1535,102651,11701
1536,102651,18050
1537,102651,82191
1538,102651,72305
1539,102651,36594
1540,102651,11356
1541,102651,32987
1542,50620,37917
1543,50620,11288
1544,50620,84214
1545,50620,56857
1546,50620,53755
1547,50620,45827
1548,50620,84215
1549,644495,237405
1550,644495,1023139
1551,644495,7499
1552,644495,16940
1553,644495,1158
1554,644495,3136
1555,644495,54738
1556,495764,234352
1557,495764,3061
1558,495764,17628
1559,495764,59017
1560,495764,4810
1561,495764,61659
1562,495764,2175867
1563,617502,3967
1564,617502,2283
1565,617502,21127
1566,617502,224181
1567,617502,1298360
1568,617502,11180
1569,617502,4038
1570,740925,1154835
1571,740925,212776
1572,740925,115443
1573,740925,133671
1574,740925,1358092
1575,740925,3266517
1576,740925,59039
1577,619778,82809
1578,619778,593202
1579,619778,1622199
1580,619778,536271
1581,619778,26495
1582,619778,62547
1583,619778,105727
1584,333339,1034681
1585,333339,1173984
1586,333339,77335
1587,333339,1059572
1588,333339,51990
1589,333339,11108
1590,333339,40900
1591,522627,10297
1592,522627,56365
1593,522627,1807132
1594,522627,70904
1595,522627,239271
1596,522627,72466
1597,522627,3291
1598,446893,84223
1599,446893,12111
1600,446893,1260038
1601,446893,1453801
1602,446893,55466
1603,446893,155488
1604,446893,1708542
1605,91314,13240
1606,91314,2283
1607,91314,61186
1608,91314,1007683
1609,91314,39389
1610,91314,7090
1611,91314,3971
1612,131631,72129
1613,131631,27972
1614,131631,96066
1615,131631,57755
1616,131631,9281
1617,131631,1231
1618,131631,1233
1619,50619,37917
1620,50619,11288
1621,50619,84214
1622,50619,45827
1623,50619,56857
1624,50619,53755
1625,50619,59252
1626,586047,150903
1627,586047,587634
1628,586047,1566012
1629,586047,93996
1630,586047,564844
1631,586047,1362362
1632,586047,1287909
1633,591273,142115
1634,591273,1547061
1635,591273,1335308
1636,591273,2280510
1637,591273,2099497
1638,591273,219960
1639,591273,1437562
1640,27205,6193
1641,27205,24045
1642,27205,3899
1643,27205,2524
1644,27205,27578
1645,27205,95697
1646,27205,2037
1647,120,109
1648,120,1327
1649,120,882
1650,120,110
1651,120,48
1652,120,1328
1653,120,112
