,movie_id,genre_id
849,49530,53
850,49530,878
851,645788,28
852,645788,53
853,411,12
854,411,10751
855,411,14
856,760517,10749
857,760517,35
858,10020,10749
859,10020,10751
860,10020,16
861,10020,14
862,858815,18
863,858815,9648
864,858815,53
865,572154,16
866,572154,35
867,572154,10749
868,572154,18
869,572154,14
870,12429,16
871,12429,14
872,12429,10751
873,665251,16
874,665251,878
875,82690,10751
876,82690,16
877,82690,35
878,82690,12
879,404368,10751
880,404368,16
881,404368,35
882,404368,12
883,4248,35
884,49051,12
885,49051,14
886,49051,28
887,166428,16
888,166428,10751
889,166428,12
890,122,12
891,122,14
892,122,28
893,9836,16
894,9836,35
895,9836,10751
896,260513,28
897,260513,12
898,260513,16
899,260513,10751
900,82675,28
901,82675,80
902,82675,53
903,10196,28
904,10196,12
905,10196,14
906,127585,28
907,127585,12
908,127585,14
909,127585,878
910,209112,28
911,209112,12
912,209112,14
913,150540,16
914,150540,10751
915,150540,12
916,150540,18
917,150540,35
918,23168,80
919,23168,18
920,23168,53
921,46195,16
922,46195,12
923,46195,35
924,46195,10751
925,10567,10751
926,10567,16
927,9502,28
928,9502,12
929,9502,16
930,9502,10751
931,9502,35
932,12155,10751
933,12155,14
934,12155,12
935,509635,53
936,509635,27
937,373571,878
938,373571,28
939,8920,16
940,8920,35
941,8920,10751
942,341174,18
943,341174,10749
944,137113,28
945,137113,878
946,287947,28
947,287947,35
948,287947,14
949,77338,18
950,77338,35
951,336843,878
952,336843,28
953,336843,12
954,336843,53
955,57800,16
956,57800,35
957,57800,12
958,57800,10751
959,57158,14
960,57158,12
961,57158,28
962,10009,12
963,10009,16
964,10009,10751
965,553604,53
966,553604,28
967,553604,80
968,553604,18
969,585216,27
970,585216,53
971,585216,9648
972,269149,16
973,269149,12
974,269149,10751
975,269149,35
976,93456,16
977,93456,35
978,93456,10751
979,581392,28
980,581392,27
981,581392,53
982,18239,12
983,18239,14
984,18239,18
985,18239,10749
986,297762,28
987,297762,12
988,297762,14
989,364689,16
990,364689,10751
991,364689,12
992,364689,35
993,530079,16
994,530079,10749
995,530079,35
996,530079,18
997,530079,14
998,597433,80
999,597433,9648
1000,597433,53
1001,284054,28
1002,284054,12
1003,284054,878
1004,647302,27
1005,647302,35
1006,87101,878
1007,87101,28
1008,87101,53
1009,87101,12
1010,775996,53
1011,775996,28
1012,775996,878
1013,268896,28
1014,268896,14
1015,268896,878
1016,268896,12
1017,9487,12
1018,9487,16
1019,9487,35
1020,9487,10751
1021,190859,10752
1022,190859,28
1023,424694,10402
1024,424694,18
1025,424694,36
1026,70981,878
1027,70981,12
1028,70981,9648
1029,476292,16
1030,476292,14
1031,476292,10749
1032,476292,18
1033,198184,80
1034,198184,28
1035,198184,878
1036,62211,16
1037,62211,10751
1038,81188,10751
1039,81188,16
1040,81188,14
1041,81188,28
1042,81188,12
1043,324552,53
1044,324552,28
1045,324552,80
1046,458156,28
1047,458156,53
1048,458156,80
1049,155,18
1050,155,28
1051,155,80
1052,155,53
1053,335988,28
1054,335988,12
1055,335988,878
1056,335988,14
1057,18823,12
1058,18823,14
1059,18823,28
1060,22803,18
1061,22803,80
1062,22803,53
1063,102899,878
1064,102899,28
1065,102899,12
1066,27578,53
1067,27578,12
1068,27578,28
1069,11811,35
1070,11811,27
1071,486589,16
1072,486589,10749
1073,486589,10751
1074,953,10751
1075,953,16
1076,953,12
1077,953,35
1078,272,28
1079,272,80
1080,272,18
1081,49521,28
1082,49521,12
1083,49521,14
1084,49521,878
1085,270946,10751
1086,270946,16
1087,270946,12
1088,270946,35
1089,343611,28
1090,343611,53
1091,23483,28
1092,23483,80
1093,37135,10751
1094,37135,12
1095,37135,16
1096,37135,18
1097,522938,28
1098,522938,53
1099,522938,18
1100,21208,27
1101,21208,53
1102,21208,9648
1103,105864,12
1104,105864,16
1105,105864,10751
1106,49018,27
1107,49018,53
1108,49519,16
1109,49519,12
1110,49519,10751
1111,49519,14
1112,49519,35
1113,49519,28
1114,496243,35
1115,496243,53
1116,496243,18
1117,950,16
1118,950,10751
1119,950,35
1120,950,12
1121,420817,12
1122,420817,14
1123,420817,10749
1124,420817,10751
1125,521029,27
1126,521029,53
1127,521029,9648
1128,9373,27
1129,126889,27
1130,126889,878
1131,126889,9648
1132,340102,27
1133,340102,878
1134,340102,9648
1135,340102,28
1136,20352,10751
1137,20352,16
1138,20352,35
1139,38700,53
1140,38700,28
1141,38700,80
1142,9552,27
1143,263115,28
1144,263115,18
1145,263115,878
1146,577922,28
1147,577922,53
1148,577922,878
1149,136797,28
1150,136797,80
1151,136797,18
1152,136797,53
1153,720026,27
1154,615677,28
1155,615677,14
1156,615677,10751
1157,615677,35
1158,14869,12
1159,14869,28
1160,14869,53
1161,14869,878
1162,1579,28
1163,1579,18
1164,1579,53
1165,1579,36
1166,156022,53
1167,156022,28
1168,156022,80
1169,62177,16
1170,62177,12
1171,62177,35
1172,62177,10751
1173,62177,28
1174,62177,14
1175,166424,28
1176,166424,12
1177,166424,878
1178,10681,16
1179,10681,10751
1180,10681,878
1181,63311,53
1182,63311,18
1183,63311,27
1184,76726,878
1185,76726,18
1186,76726,53
1187,44912,12
1188,44912,28
1189,44912,53
1190,44912,878
1191,278154,12
1192,278154,16
1193,278154,10751
1194,278154,35
1195,278154,878
1196,561,14
1197,561,28
1198,561,27
1199,158015,878
1200,158015,27
1201,158015,53
1202,662237,35
1203,662237,10749
1204,431819,16
1205,431819,18
1206,431819,14
1207,82702,14
1208,82702,28
1209,82702,12
1210,82702,16
1211,82702,35
1212,82702,10751
1213,71676,28
1214,71676,14
1215,71676,53
1216,141052,28
1217,141052,12
1218,141052,14
1219,141052,878
1220,527641,10749
1221,527641,18
1222,11,12
1223,11,28
1224,11,878
1225,9902,27
1226,9902,53
1227,150689,10749
1228,150689,14
1229,150689,10751
1230,150689,18
1231,52520,14
1232,52520,28
1233,52520,27
1234,129,16
1235,129,10751
1236,129,14
1237,534,28
1238,534,878
1239,534,53
1240,447332,27
1241,447332,18
1242,447332,878
1243,522241,53
1244,522241,36
1245,522241,18
1246,176,27
1247,176,9648
1248,176,80
1249,629028,35
1250,629028,28
1251,629028,53
1252,8681,28
1253,8681,53
1254,321612,10751
1255,321612,14
1256,321612,10749
1257,920,16
1258,920,12
1259,920,35
1260,920,10751
1261,346364,27
1262,346364,14
1263,136799,10751
1264,136799,16
1265,136799,14
1266,136799,12
1267,136799,35
1268,136799,10402
1269,9532,27
1270,9358,27
1271,9358,9648
1272,606523,80
1273,606523,18
1274,606523,53
1275,606523,28
1276,210577,9648
1277,210577,53
1278,210577,18
1279,760747,28
1280,760747,35
1281,760747,53
1282,760747,27
1283,75174,18
1284,75174,53
1285,75174,28
1286,75174,12
1287,16869,18
1288,16869,28
1289,16869,53
1290,16869,10752
1291,49444,16
1292,49444,10751
1293,7445,18
1294,7445,53
1295,7445,10752
1296,1724,878
1297,1724,28
1298,1724,12
1299,60304,14
1300,60304,27
1301,60304,28
1302,297761,28
1303,297761,12
1304,297761,14
1305,427641,28
1306,427641,12
1307,427641,878
1308,27576,28
1309,27576,9648
1310,27576,53
1311,57165,14
1312,57165,12
1313,262500,28
1314,262500,12
1315,262500,878
1316,262500,53
1317,4935,14
1318,4935,16
1319,4935,12
1320,41154,28
1321,41154,35
1322,41154,878
1323,249070,28
1324,249070,80
1325,249070,53
1326,33273,28
1327,33273,53
1328,33273,18
1329,741636,27
1330,351819,10749
1331,351819,35
1332,730154,10749
1333,730154,18
1334,615,18
1335,10191,14
1336,10191,12
1337,10191,16
1338,10191,10751
1339,75656,53
1340,75656,80
1341,412117,12
1342,412117,16
1343,412117,35
1344,412117,10751
1345,281338,18
1346,281338,878
1347,281338,10752
1348,9479,14
1349,9479,16
1350,9479,10751
1351,324852,28
1352,324852,16
1353,324852,35
1354,324852,10751
1355,324852,12
1356,553512,99
1357,553512,10402
1358,47971,28
1359,47971,12
1360,47971,80
1361,381288,27
1362,381288,53
1363,55779,27
1364,55779,9648
1365,20526,12
1366,20526,28
1367,20526,878
1368,68718,18
1369,68718,37
1370,1374,18
1371,140300,28
1372,140300,12
1373,140300,16
1374,140300,35
1375,140300,10751
1376,2454,12
1377,2454,10751
1378,2454,14
1379,338967,27
1380,338967,35
1381,91586,27
1382,91586,53
1383,480414,27
1384,480414,53
1385,578908,35
1386,578701,53
1387,565028,27
1388,80321,16
1389,80321,10751
1390,80321,35
1391,80321,12
1392,603,28
1393,603,878
1394,100402,28
1395,100402,12
1396,100402,878
1397,581389,18
1398,581389,14
1399,581389,878
1400,339403,28
1401,339403,80
1402,11836,10751
1403,11836,16
1404,11836,35
1405,11836,14
1406,363088,28
1407,363088,12
1408,363088,878
1409,7555,28
1410,7555,53
1411,184315,28
1412,184315,12
1413,397567,18
1414,397567,14
1415,397567,28
1416,117263,28
1417,117263,53
1418,118340,28
1419,118340,878
1420,118340,12
1421,614696,28
1422,614696,27
1423,614696,53
1424,44896,16
1425,44896,35
1426,44896,10751
1427,44896,37
1428,44896,12
1429,338762,28
1430,338762,878
1431,179826,9648
1432,179826,53
1433,265712,16
1434,265712,10751
1435,265712,878
1436,265712,14
1437,240832,28
1438,240832,878
1439,76757,878
1440,76757,14
1441,76757,28
1442,812,16
1443,812,10751
1444,812,12
1445,812,14
1446,812,10749
1447,23827,27
1448,23827,9648
1449,238,18
1450,238,80
1451,181812,12
1452,181812,28
1453,181812,878
1454,228326,16
1455,228326,12
1456,228326,35
1457,228326,10751
1458,228326,14
1459,43074,28
1460,43074,14
1461,43074,35
1462,599975,27
1463,599975,53
1464,37710,28
1465,37710,53
1466,37710,10749
1467,11036,10749
1468,11036,18
1469,181808,12
1470,181808,28
1471,181808,878
1472,4256,35
1473,245891,28
1474,245891,53
1475,718867,16
1476,718867,10751
1477,9738,28
1478,9738,12
1479,9738,14
1480,9738,878
1481,273481,28
1482,273481,80
1483,273481,53
1484,283366,14
1485,283366,12
1486,283366,10751
1487,283366,18
1488,157350,28
1489,157350,12
1490,157350,878
1491,6466,27
1492,604360,9648
1493,604360,53
1494,604360,27
1495,11674,10751
1496,11674,35
1497,257344,28
1498,257344,35
1499,257344,878
1500,140607,12
1501,140607,28
1502,140607,878
1503,140607,14
1504,23629,28
1505,23629,14
1506,23629,53
1507,9286,27
1508,9286,9648
1509,13448,53
1510,13448,9648
1511,256591,10749
1512,256591,35
1513,256591,80
1514,256591,18
1515,2105,35
1516,2105,10749
1517,339984,18
1518,290859,28
1519,290859,12
1520,290859,878
1521,119698,12
1522,119698,28
1523,119698,27
1524,396422,27
1525,396422,9648
1526,396422,53
1527,501170,27
1528,501170,53
1529,350499,10751
1530,350499,12
1531,350499,16
1532,350499,28
1533,350499,14
1534,172385,12
1535,172385,16
1536,172385,35
1537,172385,10751
1538,276907,80
1539,276907,53
1540,381284,18
1541,381284,36
1542,51876,53
1543,51876,9648
1544,51876,878
1545,359724,18
1546,359724,28
1547,359724,36
1548,222935,10749
1549,222935,18
1550,550,18
1551,19913,35
1552,19913,18
1553,19913,10749
1554,286217,18
1555,286217,12
1556,286217,878
1557,320288,878
1558,320288,28
1559,320288,12
1560,62835,28
1561,62835,53
1562,62835,80
1563,62835,18
1564,17654,878
1565,6479,18
1566,6479,878
1567,6479,53
1568,257346,16
1569,257346,878
1570,257346,28
1571,43947,53
1572,43947,80
1573,43947,27
1574,311324,28
1575,311324,12
1576,311324,14
1577,2770,35
1578,2770,10749
1579,19912,27
1580,19912,9648
1581,471707,18
1582,37724,28
1583,37724,12
1584,37724,53
1585,61791,53
1586,61791,28
1587,61791,18
1588,61791,878
1589,8329,27
1590,8329,9648
1591,11351,27
1592,131634,28
1593,131634,12
1594,131634,878
1595,520946,16
1596,520946,10751
1597,520946,14
1598,591275,9648
1599,591275,27
1600,531499,28
1601,531499,80
1602,531499,18
1603,581528,80
1604,581528,28
1605,581528,12
1606,13053,16
1607,13053,10751
1608,13053,12
1609,13053,35
1610,250546,27
1611,87421,878
1612,87421,28
1613,87421,53
1614,776503,18
1615,776503,10402
1616,776503,10749
1617,399579,28
1618,399579,878
1619,399579,12
1620,263472,18
1621,263472,53
1622,560050,16
1623,560050,12
1624,560050,10751
1625,560050,14
1626,205584,28
1627,205584,12
1628,205584,14
1629,4523,35
1630,4523,10751
1631,4523,14
1632,4523,10749
1633,497,14
1634,497,18
1635,497,80
1636,756,16
1637,756,10751
1638,580532,53
1639,580532,80
1640,580532,18
1641,65759,16
1642,65759,35
1643,65759,10751
1644,200727,35
1645,200727,10749
1646,42684,878
1647,42684,28
1648,10527,10751
1649,10527,12
1650,10527,16
1651,10527,35
1652,10882,14
1653,10882,16
1654,10882,10749
1655,10882,10751
1656,10386,10751
1657,10386,16
1658,10386,12
1659,10386,878
1660,10386,35
1661,238636,27
1662,238636,53
1663,454640,16
1664,454640,35
1665,454640,12
1666,454640,10751
1667,300671,10752
1668,300671,28
1669,300671,36
1670,300671,53
1671,300671,18
1672,335984,878
1673,335984,18
1674,466282,35
1675,466282,10749
1676,124905,28
1677,124905,18
1678,124905,878
1679,602301,10749
1680,602301,18
1681,10693,16
1682,10693,10751
1683,10693,12
1684,10693,14
1685,47933,28
1686,47933,12
1687,47933,878
1688,147441,12
1689,147441,18
1690,147441,28
1691,13475,878
1692,13475,28
1693,13475,12
1694,200085,28
1695,200085,18
1696,200085,878
1697,382190,10751
1698,382190,12
1699,382190,16
1700,382190,14
1701,382190,878
1702,46528,12
1703,46528,14
1704,46528,28
1705,46528,37
1706,46528,53
1707,2668,18
1708,2668,14
1709,2668,53
1710,2668,9648
1711,2668,27
1712,10066,27
1713,10066,53
1714,406563,27
1715,406563,9648
1716,406563,53
1717,14191,14
1718,14191,10749
1719,14191,10751
1720,14191,35
1721,630240,18
1722,630240,53
1723,630240,27
1724,82507,27
1725,82507,53
1726,82507,9648
1727,206487,878
1728,206487,53
1729,76492,16
1730,76492,35
1731,76492,10751
1732,76492,14
1733,106,878
1734,106,28
1735,106,12
1736,106,53
1737,350,35
1738,350,18
1739,350,10749
1740,587496,27
1741,58574,12
1742,58574,28
1743,58574,80
1744,58574,9648
1745,64635,28
1746,64635,878
1747,64635,12
1748,64635,53
1749,111,28
1750,111,80
1751,111,18
1752,111,53
1753,56292,28
1754,56292,53
1755,56292,12
1756,400535,28
1757,400535,80
1758,400535,18
1759,400535,53
1760,20662,12
1761,20662,28
1762,20662,36
1763,75948,28
1764,75948,14
1765,37686,53
1766,37686,878
1767,37686,9648
1768,564,12
1769,564,28
1770,564,14
1771,16871,27
1772,16871,53
1773,278,18
1774,278,80
1775,652,12
1776,652,36
1777,652,10752
1778,652,28
1779,364111,16
1780,364111,18
1781,364111,10402
1782,364111,10749
1783,280092,27
1784,280092,18
1785,280092,53
1786,339964,12
1787,339964,878
1788,339964,28
1789,138103,28
1790,138103,12
1791,138103,53
1792,313297,16
1793,313297,12
1794,313297,10751
1795,576393,10749
1796,576393,35
1797,381289,12
1798,381289,35
1799,381289,14
1800,381289,10751
1801,381289,18
1802,254470,35
1803,254470,10402
1804,256040,28
1805,256040,18
1806,1734,12
1807,1734,28
1808,1734,14
1809,353486,12
1810,353486,28
1811,353486,35
1812,353486,14
1813,600583,18
1814,600583,37
1815,538235,10749
1816,538235,14
1817,538235,18
1818,538235,10751
1819,524047,28
1820,524047,53
1821,524047,18
1822,4257,35
1823,10112,16
1824,10112,35
1825,10112,10751
1826,10112,12
1827,675327,27
1828,675327,28
1829,675327,10752
1830,11770,28
1831,11770,35
1832,280,28
1833,280,53
1834,280,878
1835,346672,14
1836,346672,28
1837,346672,53
1838,346672,27
1839,8982,28
1840,8982,80
1841,8982,18
1842,8982,53
1843,241554,28
1844,62213,35
1845,62213,14
1846,390043,53
1847,390043,35
1848,390043,80
1849,390043,28
1850,475215,16
1851,475215,10751
1852,475215,14
1853,475215,12
1854,475215,18
1855,70160,878
1856,70160,12
